,nconst,Action,Actualités,Animation,Aventure,Biographie,Comédie,Comédiemusicale,Crime,Documentaire,Drame,Famille,Fantastique,Guerre,Histoire,Horreur,Musique,Mystère,Romance,Science-Fiction,Sport,Thriller,Téléfilm,Western,nb_films_y,anneeSortie,nbVotes_x,nbVotes_y
1141,nm1349604,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2005.0,1512.0,1395.0
1142,nm1404307,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2006.0,3217.0,45437.0
1143,nm1408629,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009.0,1932.0,5097.0
1144,nm1417392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,2,2012.0,59112.0,132732.0
1145,nm1425885,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2007.0,1758.0,1387.0
1146,nm1429317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2013.0,26493.0,26493.0
1147,nm1436583,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004.0,13.0,13.0
1148,nm1440023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014.0,9364.0,21954.0
1149,nm1443023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,2007.0,71135.0,40450.0
1150,nm1443502,2,0,1,1,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2018.0,40260.0,467728.0
1151,nm1443757,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2004.0,12882.0,2055.0
1152,nm1449733,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2003.0,13.0,683.0
1153,nm1455540,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2022.0,412.0,412.0
1154,nm1460782,2,0,0,2,0,23,0,4,0,15,0,2,0,0,0,2,1,4,1,0,1,0,1,27,2014.0,5881.0,774.0
1155,nm1475594,14,0,3,10,1,16,0,7,0,15,2,3,1,1,0,3,2,9,3,1,7,0,0,29,2015.0,155614.0,48977.0
1156,nm1482492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1979.0,16.0,35.0
1157,nm1492932,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016.0,10.0,448.0
1158,nm1494818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,2,0,0,2,2014.0,26078.0,16772.0
1159,nm1495944,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023.0,338.0,98.0
1160,nm1503403,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,1,0,0,2,2008.0,76271.0,76271.0
1161,nm1509478,0,0,0,0,0,1,0,1,0,3,1,0,0,0,0,0,0,1,0,0,2,0,0,3,2021.0,60938.0,122560.0
1162,nm1540404,0,0,0,1,1,1,0,1,0,4,1,1,0,1,2,0,1,0,1,0,4,0,0,6,2013.0,45161.0,10011.0
1163,nm1541272,0,0,0,1,0,2,0,0,0,4,0,0,0,1,2,0,2,2,1,1,2,0,0,7,2015.0,26002.0,7511.0
1164,nm1546686,0,0,0,1,0,3,0,2,0,3,0,2,0,0,1,0,2,1,1,0,2,1,0,4,2016.0,45482.0,8897.0
1165,nm1547964,0,0,1,1,0,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,2012.0,34065.0,76110.0
1166,nm1569942,0,0,0,1,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,2020.0,1094.0,1418.0
1167,nm1573797,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,21.0,21.0
1168,nm1585729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2018.0,9965.0,1045.0
1169,nm1594248,0,0,1,3,0,5,0,0,1,2,1,1,0,0,0,0,0,2,0,0,0,0,0,7,2014.0,3015.0,5583.0
1170,nm1600662,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004.0,4465.0,1628.0
1171,nm1601643,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012.0,17400.0,23721.0
1172,nm1604999,1,0,0,1,1,2,0,0,0,7,0,0,0,1,1,0,0,2,0,0,2,0,0,8,2012.0,1311.0,360.0
1173,nm1621836,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,3,2017.0,51.0,55.0
1174,nm1632162,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2005.0,73.0,73.0
1175,nm1650603,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2013.0,150.0,90.0
1176,nm1654784,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2016.0,4189.0,114.0
1177,nm1666855,2,0,0,4,0,3,0,4,0,7,0,2,0,1,0,0,1,2,0,0,4,0,0,9,2014.0,8581.0,12839.0
1178,nm1672246,2,0,0,1,0,3,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,3,2011.0,81020.0,59294.0
1179,nm1676223,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2016.0,70352.0,87366.0
1180,nm1676649,0,0,0,0,2,0,0,2,0,5,0,0,0,1,0,1,0,3,0,0,1,0,0,5,2014.0,26405.0,13100.0
1181,nm1682573,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2024.0,76592.0,59441.0
1182,nm1690853,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2022.0,1363.0,30.0
1183,nm1693690,0,0,0,1,0,0,0,0,0,3,0,0,0,0,3,0,1,1,0,0,0,0,0,3,2017.0,7281.0,7922.0
1184,nm1706767,5,0,2,3,5,17,0,5,1,7,1,3,0,1,0,1,0,3,2,1,0,0,0,20,2013.0,300568.0,50150.0
1185,nm1715453,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015.0,95.0,191.0
1186,nm1727367,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2014.0,10823.0,10795.0
1187,nm1728099,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012.0,10795.0,10795.0
1188,nm1731701,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2017.0,1160.0,1160.0
1189,nm1731937,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2020.0,3726.0,9032.0
1190,nm1748956,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2012.0,1198.0,617.0
1191,nm1755889,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2021.0,2132.0,2132.0
1192,nm1758990,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2007.0,300.0,300.0
1193,nm1763282,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002.0,15.0,15.0
1194,nm1770671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1982.0,12.0,30.0
1195,nm1775177,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2016.0,7382.0,4084.0
1196,nm1785320,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2018.0,302.0,435.0
1197,nm1823264,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,0,0,2,2020.0,29131.0,30903.0
1198,nm1830380,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,3,2015.0,4618.0,5361.0
1199,nm1844237,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2014.0,107526.0,271596.0
1200,nm1846132,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,2,0,0,2,0,0,4,2010.0,35048.0,23465.0
1201,nm1853544,0,0,5,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,2021.0,85935.0,247491.0
1202,nm1854114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2013.0,26493.0,26493.0
1203,nm1854297,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2012.0,458.0,49.0
1204,nm1883583,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,2010.0,2086.0,5287.0
1205,nm1898126,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2014.0,17918.0,18539.0
1206,nm1918140,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,2,1,2,0,1,0,0,3,2019.0,21104.0,30903.0
1207,nm1927432,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2014.0,922.0,469.0
1208,nm1929699,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2017.0,455.0,149.0
1209,nm1932959,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2018.0,2034.0,1984.0
1210,nm1938432,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005.0,2007.0,2007.0
1211,nm1943615,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009.0,7.0,7.0
1212,nm1950086,0,0,0,0,1,11,0,0,0,12,0,0,0,0,3,0,1,8,1,0,0,0,0,14,2013.0,35852.0,301805.0
1213,nm1953354,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017.0,9.0,11.0
1214,nm1992722,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013.0,2865.0,5210.0
1215,nm1995246,1,0,0,0,0,10,0,2,0,7,0,1,0,0,0,0,1,2,0,0,1,0,0,12,2016.0,1439.0,1651.0
1216,nm2000954,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,0,3,2014.0,6614.0,5296.0
1217,nm2002649,3,0,1,3,2,6,0,2,0,6,1,1,0,0,1,0,1,2,0,0,1,0,0,9,2018.0,80582.0,24962.0
1218,nm2014390,1,0,0,0,0,1,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2017.0,5827.0,11156.0
1219,nm2024927,2,0,0,0,1,3,0,0,0,2,1,2,2,1,1,0,0,1,0,1,2,0,0,6,2021.0,30240.0,2716.0
1220,nm2027961,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2021.0,58.0,58.0
1221,nm2033655,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2007.0,6744.0,10148.0
1222,nm2034147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2008.0,8107.0,2131.0
1223,nm2063694,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2021.0,4506.0,16062.0
1224,nm2072440,0,0,0,0,0,3,0,0,0,4,0,0,0,0,1,0,2,2,0,0,0,0,0,5,2019.0,1629.0,541.0
1225,nm2072818,1,0,0,0,0,4,0,2,0,19,0,0,0,2,0,0,0,3,0,0,4,0,0,20,2016.0,5041.0,256.0
1226,nm2082567,0,0,1,2,0,8,0,2,0,20,0,0,0,0,0,1,1,5,0,0,1,0,0,24,2015.0,1466.0,604.0
1227,nm2099933,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017.0,14.0,14.0
1228,nm2105039,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018.0,1569.0,1569.0
1229,nm2120560,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2013.0,7709.0,2577.0
1230,nm2142336,1,0,0,1,0,1,0,5,0,10,0,0,0,0,2,0,5,2,0,0,4,0,0,10,2017.0,50530.0,2834.0
1231,nm2159926,3,0,1,2,0,7,0,1,0,4,0,0,0,0,0,0,0,2,2,0,1,0,0,8,2016.0,155254.0,17479.0
1232,nm2160876,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013.0,116.0,116.0
1233,nm2163571,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008.0,36899.0,30.0
1234,nm2169630,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013.0,14.0,14.0
1235,nm2176554,0,0,0,1,0,9,0,0,0,3,1,0,0,0,0,0,0,4,0,0,0,0,0,9,2013.0,1338.0,993.0
1236,nm2176563,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023.0,50.0,50.0
1237,nm2196971,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,101.0,58.0
1238,nm2222515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2009.0,22523.0,22523.0
1239,nm2227737,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007.0,383.0,14.0
1240,nm2254779,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017.0,23.0,337.0
1241,nm2262138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2022.0,5893.0,7442.0
1242,nm2277869,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012.0,182.0,33426.0
1243,nm2278184,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2012.0,13.0,16706.0
1244,nm2295540,1,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,3,2021.0,18413.0,5128.0
1245,nm2304008,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012.0,20743.0,11390.0
1246,nm2339680,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,2014.0,32485.0,3730.0
1247,nm2353862,4,0,0,1,2,2,0,3,0,9,0,1,0,1,0,0,0,2,1,0,3,0,0,10,2017.0,184434.0,88411.0
1248,nm2357847,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2013.0,131684.0,5330.0
1249,nm2366012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,2015.0,22062.0,116848.0
1250,nm2368789,3,0,0,2,0,1,0,4,0,7,0,0,1,0,0,0,3,0,2,0,6,0,0,8,2018.0,270309.0,93213.0
1251,nm2377041,2,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,2011.0,3248.0,3491.0
1252,nm2390414,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2021.0,27.0,27.0
1253,nm2391794,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2023.0,11745.0,11745.0
1254,nm2404839,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2018.0,2424.0,978.0
1255,nm2460402,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015.0,4599.0,18070.0
1256,nm2479578,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2010.0,1511.0,1511.0
1257,nm2495268,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2014.0,930.0,266.0
1258,nm2501633,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024.0,1887.0,8851.0
1259,nm2506835,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023.0,3429.0,3429.0
1260,nm2525297,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2022.0,272.0,272.0
1261,nm2537631,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012.0,1517.0,6315.0
1262,nm2561940,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,2016.0,2779.0,3004.0
1263,nm2585530,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023.0,239.0,73.0
1264,nm2647119,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009.0,5926.0,1946.0
1265,nm2647420,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,2,0,0,1,0,0,3,2017.0,2991.0,3752.0
1266,nm2674307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014.0,74532.0,42633.0
1267,nm2707986,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014.0,1555.0,1495.0
1268,nm2726915,4,0,0,2,0,4,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,4,2011.0,3248.0,3491.0
1269,nm2782402,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2015.0,11205.0,10374.0
1270,nm2826867,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2021.0,6790.0,6790.0
1271,nm2841936,0,0,0,0,0,1,0,0,0,4,0,0,0,0,2,0,0,1,0,0,2,0,0,4,2012.0,3958.0,5524.0
1272,nm2873161,1,0,0,1,0,6,0,0,0,9,0,1,0,0,1,1,2,4,1,0,0,0,0,10,2018.0,5075.0,2021.0
1273,nm2903680,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2010.0,2719.0,4561.0
1274,nm2915980,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,73.0,73.0
1275,nm2917980,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016.0,1288.0,50.0
1276,nm2928364,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2023.0,4157.0,6762.0
1277,nm2940362,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1979.0,34.0,8.0
1278,nm2963897,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017.0,8.0,585.0
1279,nm2973991,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2012.0,1175.0,988.0
1280,nm3025035,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,2020.0,4571.0,4571.0
1281,nm3034178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2017.0,35634.0,26554.0
1282,nm3035239,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2011.0,8169.0,8169.0
1283,nm3046419,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013.0,1006.0,5857.0
1284,nm3063985,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010.0,45.0,45.0
1285,nm3080055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2021.0,7203.0,7203.0
1286,nm3081220,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2008.0,121.0,52.0
1287,nm3096205,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2015.0,6659.0,6659.0
1288,nm3099213,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2014.0,2414.0,2414.0
1289,nm3102596,0,0,0,0,1,4,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,4,2016.0,1348.0,164.0
1290,nm3102998,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2020.0,222029.0,84467.0
1291,nm3114649,2,0,0,3,3,5,0,2,0,8,0,0,0,2,0,0,0,2,2,0,2,0,0,11,2016.0,44265.0,3403.0
1292,nm3149759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2022.0,17.0,58.0
1293,nm3159714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2018.0,4213.0,4213.0
1294,nm3159868,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2020.0,4586.0,1471.0
1295,nm3176035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2021.0,7203.0,7203.0
1296,nm3202519,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018.0,13008.0,5996.0
1297,nm3233064,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2009.0,287.0,287.0
1298,nm3234892,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2022.0,20213.0,20213.0
1299,nm3255797,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,30803.0,30803.0
1300,nm3270435,0,0,1,0,0,11,1,1,0,11,1,1,0,0,0,1,0,3,1,0,1,0,0,16,2020.0,966.0,515.0
1301,nm3298144,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2014.0,281.0,1031.0
1302,nm3299329,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2014.0,281.0,1031.0
1303,nm3308124,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010.0,182.0,22.0
1304,nm3318260,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023.0,1320.0,1320.0
1305,nm3318396,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024.0,53.0,53.0
1306,nm3344655,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2010.0,3774.0,5670.0
1307,nm3367478,2,0,1,2,0,8,0,1,0,8,1,0,0,0,0,2,0,2,0,1,1,0,0,12,2018.0,3970.0,602.0
1308,nm3372724,1,0,1,1,0,4,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,5,2017.0,2159.0,2461.0
1309,nm3379425,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013.0,1131.0,127.0
1310,nm3380598,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013.0,1438.0,50.0
1311,nm3433527,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2016.0,169.0,125.0
1312,nm3462228,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017.0,3151.0,3151.0
1313,nm3471261,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2015.0,11.0,10.0
1314,nm3504405,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016.0,4672.0,5423.0
1315,nm3511314,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022.0,1699.0,1699.0
1316,nm3511834,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,5272.0,5272.0
1317,nm3526993,0,0,0,0,0,3,0,1,0,3,0,0,0,0,2,0,2,0,0,0,3,0,0,4,2020.0,17279.0,17658.0
1318,nm3537098,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009.0,87.0,20729.0
1319,nm3537925,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009.0,87.0,20729.0
1320,nm3545569,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2011.0,673.0,183.0
1321,nm3573977,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2022.0,8526.0,8526.0
1322,nm3575557,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,2047.0,2047.0
1323,nm3603418,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016.0,64.0,64.0
1324,nm3634704,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2017.0,4322.0,7825.0
1325,nm3643779,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,5604.0,5207.0
1326,nm3654931,0,0,3,0,0,3,0,0,3,4,0,1,0,3,1,0,0,0,0,0,1,0,0,4,2019.0,6561.0,4558.0
1327,nm3672532,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015.0,7524.0,7524.0
1328,nm3743617,5,0,1,2,0,12,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,2019.0,4950.0,7389.0
1329,nm3753393,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2017.0,3062.0,140.0
1330,nm3837694,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,2,2023.0,21154.0,3508.0
1331,nm3839332,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008.0,1365.0,13.0
1332,nm3851426,4,0,0,1,0,11,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,2018.0,5071.0,2614.0
1333,nm3876217,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2015.0,1417.0,1417.0
